Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
18,,Tue Sep 06 15:53:58 EDT 2022,ClassRegistry.java,1662494038556,106430,0,(F)1(I)4,80.0,0.0,0.0,20.0,0.0,0.0,0.04716981132075472,0.0,0.0,0.009433962264150943,0.0,0.0,0.03773584905660377,0.0,[]
19,,Tue Sep 06 15:55:45 EDT 2022,InterpolatingModel.java,1662494145526,166339,0,(I)13(F)4(I)1(F)2,70.0,0.0,0.0,30.0,0.0,0.0,0.12048192771084337,0.0,0.0,0.03614457831325301,0.0,0.0,0.08433734939759036,0.0,[]
20,,Tue Sep 06 15:58:31 EDT 2022,ClassRegistry.java,1662494311895,20731,0,(I)1(F)2(I)3(R)4(I)8,66.66666666666666,0.0,0.0,11.11111111111111,22.22222222222222,0.0,0.9,0.0,0.0,0.1,0.0,0.2,0.6,0.0,[]
21,,Tue Sep 06 15:58:53 EDT 2022,ClassRegistry.java,1662494333375,45232,0,(I)7(F)6(I)1(R)4(I)1(R)1(I)5,56.00000000000001,0.0,0.0,24.0,20.0,0.0,0.5555555555555556,0.0,0.0,0.13333333333333333,0.0,0.1111111111111111,0.3111111111111111,0.0,[]
22,,Tue Sep 06 15:59:39 EDT 2022,ClassRegistry.java,1662494379123,14604,0,(I)7(F)2(I)5(R)4(I)7,76.0,0.0,0.0,8.0,16.0,0.0,1.7857142857142858,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,1.3571428571428572,0.0,[]
23,,Tue Sep 06 15:59:53 EDT 2022,RunF22A02Tests.java,1662494393889,-63866,-63866,(I)13(F)2(I)1(F)2(R)1,73.68421052631578,0.0,0.0,21.052631578947366,5.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
24,,Tue Sep 06 15:58:51 EDT 2022,RunF22A02Tests.java,1662494331143,97113,0,(I)1(R)1(I)1(R)1(I)1(R)1(I)2(R)1(I)3(D)1(F)1(D)2,50.0,18.75,0.0,6.25,25.0,0.0,0.16494845360824742,0.0,0.030927835051546393,0.010309278350515464,0.0,0.041237113402061855,0.08247422680412371,0.0,[]
25,,Tue Sep 06 16:00:28 EDT 2022,RunF22A02Tests.java,1662494428269,10968,0,(D)4,0.0,100.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,[]
26,,Tue Sep 06 16:00:39 EDT 2022,BasicModel.java,1662494439238,41098,0,(F)1(I)4,80.0,0.0,0.0,20.0,0.0,0.0,0.12195121951219512,0.0,0.0,0.024390243902439025,0.0,0.0,0.0975609756097561,0.0,[]
27,,Tue Sep 06 16:01:40 EDT 2022,SafeModel.java,1662494500155,1511103,0,(F)10(I)1(F)4(I)6,33.33333333333333,0.0,0.0,66.66666666666666,0.0,0.0,0.013898080741230973,0.0,0.0,0.009265387160820648,0.0,0.0,0.004632693580410324,0.0,[]
28,,Tue Sep 06 16:26:52 EDT 2022,SafeModel.java,1662496012504,35509,0,(F)2(I)2(R)1(I)15(R)1(I)1(F)2(I)1,76.0,0.0,0.0,16.0,8.0,0.0,0.7142857142857143,0.0,0.0,0.11428571428571428,0.0,0.05714285714285714,0.5428571428571428,0.0,[]
29,,Tue Sep 06 16:27:28 EDT 2022,SafeModel.java,1662496048066,23511,0,(I)9(F)4(I)11(R)1,80.0,0.0,0.0,16.0,4.0,0.0,1.0869565217391304,0.0,0.0,0.17391304347826086,0.0,0.043478260869565216,0.8695652173913043,0.0,[]
30,,Tue Sep 06 16:27:51 EDT 2022,SafeModel.java,1662496071584,19611,0,(R)1(I)4(F)2(R)2(I)10(F)2(I)2,69.56521739130434,0.0,0.0,17.391304347826086,13.043478260869565,0.0,1.2105263157894737,0.0,0.0,0.21052631578947367,0.0,0.15789473684210525,0.8421052631578947,0.0,[]
31,,Tue Sep 06 16:28:13 EDT 2022,SafeModel.java,1662496093799,37709,0,(F)2(I)1(R)10(F)2(I)1(R)8(I)1,12.0,0.0,0.0,16.0,72.0,0.0,0.6756756756756757,0.0,0.0,0.10810810810810811,0.0,0.4864864864864865,0.08108108108108109,0.0,[]
32,,Tue Sep 06 16:28:51 EDT 2022,SafeModel.java,1662496131782,48673,0,(I)18(F)2(I)5,92.0,0.0,0.0,8.0,0.0,0.0,0.5208333333333334,0.0,0.0,0.041666666666666664,0.0,0.0,0.4791666666666667,0.0,[]
33,,Tue Sep 06 16:29:40 EDT 2022,SafeModel.java,1662496180561,5520,5520,(I)18(R)1(I)6,96.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.2,4.8,0.0,[]
34,,Tue Sep 06 16:29:46 EDT 2022,SafeModel.java,1662496186147,-54639,-54639,(I)9(R)3(I)3(F)4(I)1(R)1(I)1(R)2(I)1,60.0,0.0,0.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
35,,Tue Sep 06 16:28:55 EDT 2022,SafeModel.java,1662496135103,83010,0,(I)4(R)1(I)1(R)1(I)18,92.0,0.0,0.0,0.0,8.0,0.0,0.30120481927710846,0.0,0.0,0.0,0.0,0.024096385542168676,0.27710843373493976,0.0,[]
36,,Tue Sep 06 16:30:18 EDT 2022,SafeModel.java,1662496218256,7331,7331,(I)22(R)2,91.66666666666666,0.0,0.0,0.0,8.333333333333332,0.0,3.4285714285714284,0.0,0.0,0.0,0.0,0.2857142857142857,3.142857142857143,0.0,[]
37,,Tue Sep 06 16:30:25 EDT 2022,SafeModel.java,1662496225753,5253,5253,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
38,,Tue Sep 06 16:30:31 EDT 2022,SafeModel.java,1662496231324,19481,0,(I)10(F)2(I)3(R)1(I)9,88.0,0.0,0.0,8.0,4.0,0.0,1.3157894736842106,0.0,0.0,0.10526315789473684,0.0,0.05263157894736842,1.1578947368421053,0.0,[]
39,,Tue Sep 06 16:30:51 EDT 2022,SafeModel.java,1662496251160,7826,7826,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,[]
40,,Tue Sep 06 16:30:59 EDT 2022,SafeModel.java,1662496259439,9474,9474,(R)3(I)15(F)2(I)3(R)2,72.0,0.0,0.0,8.0,20.0,0.0,2.7777777777777777,0.0,0.0,0.2222222222222222,0.0,0.5555555555555556,2.0,0.0,[]
41,,Tue Sep 06 16:31:09 EDT 2022,SafeModel.java,1662496269330,4374,4374,(I)10(R)1(I)3(R)1(I)2(R)1(I)1(R)2(I)4,80.0,0.0,0.0,0.0,20.0,0.0,6.25,0.0,0.0,0.0,0.0,1.25,5.0,0.0,[]
42,,Tue Sep 06 16:31:13 EDT 2022,SafeModel.java,1662496273243,14367,0,(I)1(R)5(I)6(F)2(I)4(F)5(I)1,50.0,0.0,0.0,29.166666666666668,20.833333333333336,0.0,1.7142857142857142,0.0,0.0,0.5,0.0,0.35714285714285715,0.8571428571428571,0.0,[]
43,,Tue Sep 06 16:31:45 EDT 2022,SafeModel.java,1662496305904,4195,4195,(F)1(I)9(R)2(I)10(F)1(I)1,83.33333333333334,0.0,0.0,8.333333333333332,8.333333333333332,0.0,6.0,0.0,0.0,0.5,0.0,0.5,5.0,0.0,[]
44,,Tue Sep 06 16:31:55 EDT 2022,SafeModel.java,1662496315924,5226,5226,(F)1(I)18(R)2(I)3,87.5,0.0,0.0,4.166666666666666,8.333333333333332,0.0,4.8,0.0,0.0,0.2,0.0,0.4,4.2,0.0,[]
45,,Tue Sep 06 16:32:01 EDT 2022,SafeModel.java,1662496321330,6239,6239,(I)5(R)3(I)17,88.0,0.0,0.0,0.0,12.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.5,3.6666666666666665,0.0,[]
46,,Tue Sep 06 16:32:07 EDT 2022,SafeModel.java,1662496327746,10953,0,(I)8(R)1(I)15,95.83333333333334,0.0,0.0,0.0,4.166666666666666,0.0,2.4,0.0,0.0,0.0,0.0,0.1,2.3,0.0,[]
47,,Tue Sep 06 16:32:18 EDT 2022,SafeModel.java,1662496338772,10289,0,(I)4(F)2(I)2(R)1(I)2(F)2(I)11,79.16666666666666,0.0,0.0,16.666666666666664,4.166666666666666,0.0,2.4,0.0,0.0,0.4,0.0,0.1,1.9,0.0,[]
48,,Tue Sep 06 16:32:29 EDT 2022,SafeModel.java,1662496349163,9219,9219,(I)4(F)2(I)19,92.0,0.0,0.0,8.0,0.0,0.0,2.7777777777777777,0.0,0.0,0.2222222222222222,0.0,0.0,2.5555555555555554,0.0,[]
49,,Tue Sep 06 16:32:38 EDT 2022,SafeModel.java,1662496358839,3458,3458,(R)7(I)9(R)1(I)2(R)1(I)1(R)1(I)3,60.0,0.0,0.0,0.0,40.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,3.3333333333333335,5.0,0.0,[]
50,,Tue Sep 06 16:32:42 EDT 2022,SafeModel.java,1662496362387,5286,5286,(I)3(R)1(I)6(R)1(I)14,92.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.4,4.6,0.0,[]
51,,Tue Sep 06 16:32:47 EDT 2022,AbstractModel.java,1662496367731,-2822,-2822,(I)2(F)4(I)9(F)2(I)2,68.42105263157895,0.0,0.0,31.57894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
52,,Tue Sep 06 16:32:51 EDT 2022,AbstractModel.java,1662496371280,57394,0,(I)24,100.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.0,[]
53,,Tue Sep 06 16:33:49 EDT 2022,BasicModel.java,1662496429578,16773,0,(I)1(F)2(I)2(F)2(I)2(R)1(I)1(R)1(I)4(F)6(I)3,52.0,0.0,0.0,40.0,8.0,0.0,1.5625,0.0,0.0,0.625,0.0,0.125,0.8125,0.0,[]
54,,Tue Sep 06 16:34:22 EDT 2022,BasicModel.java,1662496462542,131898,0,(I)1(R)1(I)1(R)1(I)20,91.66666666666666,0.0,0.0,0.0,8.333333333333332,0.0,0.183206106870229,0.0,0.0,0.0,0.0,0.015267175572519083,0.16793893129770993,0.0,[]
55,,Tue Sep 06 16:36:34 EDT 2022,AbstractModel.java,1662496594569,62918,0,(I)3(F)2(I)1(R)1(I)2(R)1(I)1(R)1(I)1(F)2(I)7(F)1(I)1,66.66666666666666,0.0,0.0,20.833333333333336,12.5,0.0,0.3870967741935484,0.0,0.0,0.08064516129032258,0.0,0.04838709677419355,0.25806451612903225,0.0,[]
56,,Tue Sep 06 16:37:48 EDT 2022,AbstractModel.java,1662496668239,3444,3444,(I)1(R)1(F)1(I)6(R)1(I)15,88.0,0.0,0.0,4.0,8.0,0.0,8.333333333333334,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,7.333333333333333,0.0,[]
57,,Tue Sep 06 16:37:51 EDT 2022,AbstractModel.java,1662496671872,5980,5980,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
58,,Tue Sep 06 16:37:58 EDT 2022,AbstractModel.java,1662496678004,4082,4082,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,[]
59,,Tue Sep 06 16:38:02 EDT 2022,AbstractModel.java,1662496682278,16521,0,(I)6(R)3(I)1(R)1(I)7(F)2(I)5,76.0,0.0,0.0,8.0,16.0,0.0,1.5625,0.0,0.0,0.125,0.0,0.25,1.1875,0.0,[]
60,,Tue Sep 06 16:38:21 EDT 2022,AbstractModel.java,1662496701796,9117,9117,(F)4(I)11(R)2(I)1(R)1(I)6,72.0,0.0,0.0,16.0,12.0,0.0,2.7777777777777777,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,2.0,0.0,[]
61,,Tue Sep 06 16:38:31 EDT 2022,AbstractModel.java,1662496711133,4794,4794,(I)2(R)2(I)13(R)1(I)1(R)1(I)1(R)1(I)2,79.16666666666666,0.0,0.0,0.0,20.833333333333336,0.0,6.0,0.0,0.0,0.0,0.0,1.25,4.75,0.0,[]
62,,Tue Sep 06 16:38:36 EDT 2022,AbstractModel.java,1662496716077,7147,7147,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,[]
63,,Tue Sep 06 16:38:43 EDT 2022,AbstractModel.java,1662496723348,5048,5048,(I)24(R)1,96.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.2,4.8,0.0,[]
64,,Tue Sep 06 16:38:48 EDT 2022,AbstractModel.java,1662496728514,17946,0,(R)1(I)6(F)1(I)9(R)1(I)1(F)1(I)5,84.0,0.0,0.0,8.0,8.0,0.0,1.4705882352941178,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,1.2352941176470589,0.0,[]
65,,Tue Sep 06 16:39:06 EDT 2022,AbstractModel.java,1662496746584,5787,5787,(I)24,100.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.0,[]
66,,Tue Sep 06 16:39:12 EDT 2022,AbstractModel.java,1662496752540,4739,4739,(I)14(R)5(I)6,80.0,0.0,0.0,0.0,20.0,0.0,6.25,0.0,0.0,0.0,0.0,1.25,5.0,0.0,[]
67,,Tue Sep 06 16:39:17 EDT 2022,AbstractModel.java,1662496757420,5749,5749,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
68,,Tue Sep 06 16:39:23 EDT 2022,AbstractModel.java,1662496763277,4203,4203,(I)15(R)4(I)5,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,[]
69,,Tue Sep 06 16:39:27 EDT 2022,AbstractModel.java,1662496767647,5045,5045,(I)11(R)1(I)1(R)1(I)2(R)1(I)1(R)1(I)1(R)1(I)4,80.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,[]
70,,Tue Sep 06 16:39:33 EDT 2022,AbstractModel.java,1662496773003,5858,5858,(I)11(R)2(I)12,92.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.4,4.6,0.0,[]
71,,Tue Sep 06 16:39:38 EDT 2022,AbstractModel.java,1662496778986,46270,0,(I)3(F)2(I)2(R)1(I)2(R)1(I)1(F)2(R)5(I)5,54.166666666666664,0.0,0.0,16.666666666666664,29.166666666666668,0.0,0.5217391304347826,0.0,0.0,0.08695652173913043,0.0,0.15217391304347827,0.2826086956521739,0.0,[]
72,,Tue Sep 06 16:40:25 EDT 2022,AbstractModel.java,1662496825348,7847,7847,(I)1(R)3(I)7(R)5(I)8(R)1,64.0,0.0,0.0,0.0,36.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,1.2857142857142858,2.2857142857142856,0.0,[]
73,,Tue Sep 06 16:40:33 EDT 2022,AbstractModel.java,1662496833322,5326,5326,(R)4(I)8(R)5(I)8,64.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,0.0,1.8,3.2,0.0,[]
74,,Tue Sep 06 16:40:39 EDT 2022,AbstractModel.java,1662496839412,-6221,-6221,(I)5(F)2(I)5(R)2(F)1(I)1(R)3(I)1(R)1(I)1(R)1(I)1(R)1,56.00000000000001,0.0,0.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
75,,Tue Sep 06 16:40:33 EDT 2022,AbstractModel.java,1662496833916,41274,0,(I)1(R)1(I)3(R)1(I)2(F)1(I)16,88.0,0.0,0.0,4.0,8.0,0.0,0.6097560975609756,0.0,0.0,0.024390243902439025,0.0,0.04878048780487805,0.5365853658536586,0.0,[]
76,,Tue Sep 06 16:41:15 EDT 2022,AbstractModel.java,1662496875409,13393,0,(I)18(R)1(I)5,95.83333333333334,0.0,0.0,0.0,4.166666666666666,0.0,1.8461538461538463,0.0,0.0,0.0,0.0,0.07692307692307693,1.7692307692307692,0.0,[]
77,,Tue Sep 06 16:41:29 EDT 2022,AbstractModel.java,1662496889711,16591,0,(I)10(R)1(I)13,95.83333333333334,0.0,0.0,0.0,4.166666666666666,0.0,1.5,0.0,0.0,0.0,0.0,0.0625,1.4375,0.0,[]
78,,Tue Sep 06 16:41:46 EDT 2022,AbstractModel.java,1662496906753,7505,7505,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,[]
79,,Tue Sep 06 16:41:54 EDT 2022,AbstractModel.java,1662496914355,3211,3211,(I)18(R)1(I)6,96.0,0.0,0.0,0.0,4.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,8.0,0.0,[]
80,,Tue Sep 06 16:41:57 EDT 2022,AbstractModel.java,1662496917642,33987,0,(I)21(F)3,87.5,0.0,0.0,12.5,0.0,0.0,0.7272727272727273,0.0,0.0,0.09090909090909091,0.0,0.0,0.6363636363636364,0.0,[]
81,,Tue Sep 06 16:42:34 EDT 2022,AbstractModel.java,1662496954890,254594,0,(F)3(I)5(R)1(I)16,84.0,0.0,0.0,12.0,4.0,0.0,0.0984251968503937,0.0,0.0,0.011811023622047244,0.0,0.003937007874015748,0.08267716535433071,0.0,[]
82,,Tue Sep 06 16:46:49 EDT 2022,AbstractModel.java,1662497209603,8007,8007,(I)8(R)2(I)14,91.66666666666666,0.0,0.0,0.0,8.333333333333332,0.0,3.0,0.0,0.0,0.0,0.0,0.25,2.75,0.0,[]
83,,Tue Sep 06 16:46:57 EDT 2022,AbstractModel.java,1662497217697,18287,0,(I)17(R)8,68.0,0.0,0.0,0.0,32.0,0.0,1.3888888888888888,0.0,0.0,0.0,0.0,0.4444444444444444,0.9444444444444444,0.0,[]
84,,Tue Sep 06 16:47:13 EDT 2022,AbstractModel.java,1662497233620,335012,0,(R)1(I)2(F)14(I)1(R)1(I)5,33.33333333333333,0.0,0.0,58.333333333333336,8.333333333333332,0.0,0.07164179104477612,0.0,0.0,0.041791044776119404,0.0,0.005970149253731343,0.023880597014925373,0.0,[]
85,,Tue Sep 06 16:52:55 EDT 2022,AbstractModel.java,1662497575819,369158,0,(I)2(R)5(F)4(I)1(R)1(I)2(R)1(I)8,54.166666666666664,0.0,0.0,16.666666666666664,29.166666666666668,0.0,0.06504065040650407,0.0,0.0,0.01084010840108401,0.0,0.018970189701897018,0.03523035230352303,0.0,[]
86,,Tue Sep 06 16:59:05 EDT 2022,AbstractModel.java,1662497945144,4957,4957,(I)19(R)1(I)2(R)1(I)2,92.0,0.0,0.0,0.0,8.0,0.0,6.25,0.0,0.0,0.0,0.0,0.5,5.75,0.0,[]
87,,Tue Sep 06 16:59:10 EDT 2022,AbstractModel.java,1662497950765,22906,0,(I)16(R)1(I)2(F)2(I)1(R)3,76.0,0.0,0.0,8.0,16.0,0.0,1.1363636363636365,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.8636363636363636,0.0,[]
88,,Tue Sep 06 16:59:34 EDT 2022,AbstractModel.java,1662497974051,7712,7712,(I)8(R)3(I)1(R)1(I)8(R)3(I)1,72.0,0.0,0.0,0.0,28.000000000000004,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,1.0,2.5714285714285716,0.0,[]
89,,Tue Sep 06 16:59:41 EDT 2022,AbstractModel.java,1662497981962,12240,0,(I)8(R)1(I)6(R)1(I)5(R)1(I)3,88.0,0.0,0.0,0.0,12.0,0.0,2.0833333333333335,0.0,0.0,0.0,0.0,0.25,1.8333333333333333,0.0,[]
90,,Tue Sep 06 16:59:54 EDT 2022,AbstractModel.java,1662497994321,-4205,-4205,(I)2(R)1(I)7(F)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1,64.0,0.0,0.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
91,,Tue Sep 06 16:59:50 EDT 2022,AbstractModel.java,1662497990388,25651,0,(I)1(R)1(I)1(R)1(I)2(R)1(F)1(I)7(R)6(I)4,60.0,0.0,0.0,4.0,36.0,0.0,1.0,0.0,0.0,0.04,0.0,0.36,0.6,0.0,[]
92,,Tue Sep 06 17:00:16 EDT 2022,AbstractModel.java,1662498016139,7454,7454,(I)7(R)1(I)8(R)1(I)8,92.0,0.0,0.0,0.0,8.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.2857142857142857,3.2857142857142856,0.0,[]
93,,Tue Sep 06 17:00:23 EDT 2022,AbstractModel.java,1662498023694,5725,5725,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
94,,Tue Sep 06 17:00:29 EDT 2022,AbstractModel.java,1662498029581,4656,4656,(I)4(R)1(I)9(R)4(I)7,80.0,0.0,0.0,0.0,20.0,0.0,6.25,0.0,0.0,0.0,0.0,1.25,5.0,0.0,[]
95,,Tue Sep 06 17:00:34 EDT 2022,AbstractModel.java,1662498034401,4760,4760,(I)24(R)1,96.0,0.0,0.0,0.0,4.0,0.0,6.25,0.0,0.0,0.0,0.0,0.25,6.0,0.0,[]
96,,Tue Sep 06 17:00:39 EDT 2022,AbstractModel.java,1662498039329,11121,0,(I)2(R)1(I)18(F)2(I)2,88.0,0.0,0.0,8.0,4.0,0.0,2.272727272727273,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,2.0,0.0,[]
97,,Tue Sep 06 17:00:50 EDT 2022,AbstractModel.java,1662498050504,9793,9793,(I)15(F)2(I)8,92.0,0.0,0.0,8.0,0.0,0.0,2.7777777777777777,0.0,0.0,0.2222222222222222,0.0,0.0,2.5555555555555554,0.0,[]
98,,Tue Sep 06 17:01:00 EDT 2022,AbstractModel.java,1662498060784,5038,5038,(I)1(R)8(I)6(R)2(I)8,60.0,0.0,0.0,0.0,40.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,[]
